,cost,final_depths,final_filling
0,46146.29375644914,3.0262987182663825,0.10435512821608216
1,46146.29375644914,5.702065950227472,0.1939478214363086
2,46146.29375644914,3.2189819551065093,0.09725021012406372
3,46146.29375644914,15.06195754829336,0.3137907822561117
4,46146.29375644914,14.902042650715703,0.27094623001301277
5,46146.29375644914,9.11169630349012,0.17355612006647847
6,46146.29375644914,14.914920781135555,0.32708159607753406
7,46146.29375644914,2.4485722873201343,0.059431366197090635
8,46146.29375644914,3.353745040837253,0.07227898794907874
9,46146.29375644914,0.7982983342695301,0.0348601892694118
10,46146.29375644914,11.127793720482849,0.38504476541463145
