,cost,final_depths,final_filling
0,67627.36119384083,2.6941954427823265,0.09290329113042504
1,67627.36119384083,1.7055396479143634,0.058011552650148415
2,67627.36119384083,2.9068543150727786,0.08782037205657942
3,67627.36119384083,4.046077877356009,0.08429328911158351
4,67627.36119384083,1.9863291661486162,0.03611507574815666
5,67627.36119384083,1.817827173286081,0.034625279491163445
6,67627.36119384083,1.9182271532010204,0.04206638493861887
7,67627.36119384083,1.1188305048415772,0.027156080214601388
8,67627.36119384083,2.7448034999932913,0.059155247844683005
9,67627.36119384083,0.8169857820000777,0.035676235021837456
10,67627.36119384083,2.5435468731055084,0.08801200252960237
