,cost,final_depths,final_filling
0,39855.54312996173,14.951692654493588,0.5155756087756409
1,39855.54312996173,10.481844932687963,0.35652533784652934
2,39855.54312996173,14.0175765011206,0.4234917371939758
3,39855.54312996173,15.061184392985353,0.3137746748538615
4,39855.54312996173,14.909856565940974,0.2710883011989268
5,39855.54312996173,14.912482223828423,0.28404728045387473
6,39855.54312996173,14.9148997457953,0.3270811347762127
7,39855.54312996173,2.4481468224658602,0.05942103938023932
8,39855.54312996173,15.357980480557671,0.33099095863270844
9,39855.54312996173,0.7982824330111209,0.034859494891315325
10,39855.54312996173,11.128153015143258,0.3850571977558221
