,cost,final_depths,final_filling
0,38673.49380348678,14.89987443855633,0.5137887737433217
1,38673.49380348678,10.464399318657646,0.35593194961420566
2,38673.49380348678,13.967869821469275,0.42199002481780284
3,38673.49380348678,15.016780447256123,0.31284959265116924
4,38673.49380348678,14.886344270942889,0.27066080492623434
5,38673.49380348678,14.905614902601794,0.2839164743352723
6,38673.49380348678,14.914889806196527,0.3270809168025554
7,38673.49380348678,2.448690283930057,0.0594342301924771
8,38673.49380348678,15.340351483842252,0.3306110233586692
9,38673.49380348678,0.7993475857187559,0.03490600810998934
10,38673.49380348678,11.12815302720093,0.3850571981730426
